,BILL_NO,BILL_ID,PUBL_PROPOSER,BILL_NAME,DESCRIPTION,LINK_URL,VOTE_DATE,VOTE_RESULT,RST_PROPOSER
10,2100273,PRC_O2O0R0N6P0M8M1N6I2R1A2U4Y2S9K1,"고용진,김윤덕,김철민,유정주,윤호중,이상헌,이정문,정필모,최혜영",문화예술진흥법 일부개정법률안," 제안이유 및 주요내용 국민의 문화예술 향유를 진작하고 문화예술 진흥 기반을 확대하기 위해 신용카드 등을 이용하여 도서 구입, 공연 관람 및 박물관·미술관 입장에 사용한 금액 등에 대해 추가적으로 소득공제를 제공하는 도서·공연비, 박물관·미술관 입장료 소득공제(이하 “문화비 소득공제”라 함) 제도가 시행되고 있음. 이를 위해 도서·공연티켓 판매업자 및 박물관·미술관 등 소득공제를 제공할 수 있는 법인 또는 사업자를 접수·등록하고 관련 시스템을 구축·관리하는 등 문화비 소득공제 제공을 위한 사무의 일부를 「문화기본법」 제11조에 따른 문화정보화 전담기관에서 실질적으로 수행해 오고 있으나, 관련 법률에 위탁 근거가 미흡한 실정임. 이에 문화정보화 전담기관이 문화비 소득공제 관련 사무 권한을 위탁받아 이를 수행할 수 있도록 법적근거를 마련하려는 것임(안 제41조의2 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_O2O0R0N6P0M8M1N6I2R1A2U4Y2S9K1,2020-11-19,수정가결,신동근
11,2100295,PRC_Q2F0U0E6E0O9P1Q4S4U5A1W7B5J7A3,"권인숙,김경만,김영주,김주영,양이원영,오영환,우원식,이규민,이원욱,이장섭,주철현",방송문화진흥회법 일부개정법률안," 제안이유 및 주요내용 방송문화진흥회는 현행법에 근거하여 설립된 비영리 공익법인이지만 공적책임이 있는 MBC의 대주주로서 경영에 간접적으로 참여하고 있다는 점에서, 방송문화진흥회의 이사 및 임원의 보수, 각종 수당과 업무추진비 집행 내역 등은 국민에게 투명하게 공개될 필요가 있음. 이에 방송문화진흥회 이사 및 임원의 보수, 각종 수당의 수령 내역 및 업무추진비 등의 집행 내역을 분기별로 홈페이지 등을 통하여 공개하도록 함으로써 방송문화진흥회의 신뢰성 및 예산 운용의 투명성을 제고하려는 것임(안 제15조의2 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Q2F0U0E6E0O9P1Q4S4U5A1W7B5J7A3,2021-09-28,수정가결,정청래
12,2100311,PRC_C2J0X0R6W1T0D1A0U2K9U1T8Q6D8Z1,"강훈식,고영인,김영배,김진표,박찬대,서영교,이학영,임호선,정청래,홍익표",유통산업발전법 일부개정법률안," 제안이유 및 주요내용 전통상업보존구역 및 준대규모점포에 관한 「유통산업발전법」상 정의조항 등 근거규정 및 현행규제의 존속기한이 20.11.23.일자로 만료될 예정으로, 대·중소유통 균형발전 시책의 지속적인 추진 등을 위해 해당 규정 존속기한을 연장할 필요성이 있음. 전통상업보존구역 및 준대규모점포 관련 규정의 일몰기한 도래 시, 우선 준대규모점포의 정의조항을 비롯한 준대규모점포 관련 조항이 효력을 상실하여 준대규모점포 개설·변경등록, 등록취소, 등록의 결격사유, 개설자 지위승계, 개설예고, 개설등록 시 상권영향평가서·지역협력계획서 제출의무, 준대규모점포 영업제한(의무휴업 및 영업시간 제한), 지역 유통업상생발전협의회의 준대규모점포 관련 사항 심의권한 등 기존 제도가 더 이상 적용되지 않게 됨. 또한, 전통시장을 비롯한 중소유통업자 보호를 위한 전통상업보존구역이 해제되어 대규모점포 및 준대규모점포 등록에 대한 제한 및 조건부가가 적용되지 않게 됨. 이와 같이 제48조의2에 명기된 규정들의 존속기한 도래에 따른 효력 상실 시, 유통산업 균형발전 등 「유통산업발전법」의 입법·운영취지 저해가 우려되는 상황임. 이에 따라 대규모점포 사업자와 중소유통 간의 균형발전을 지속적으로 도모하고, 준대규모점포 관련 제도를 현행과 같이 운영해 나가기 위해서는 제48조의2를 개정하여 해당 규정의 존속기한을 5년간 연장할 필요성이 있음(안 제48조의2). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_C2J0X0R6W1T0D1A0U2K9U1T8Q6D8Z1,2020-09-24,원안가결,이장섭
13,2100338,PRC_M2C0V0K6C1C0E1K7N0Z7G1Q4A3P2W5,"김민기,김윤덕,민홍철,양경숙,윤관석,윤재갑,이용빈,이정문,장경태",장애인 등에 대한 특수교육법 일부개정법률안," 제안이유 및 주요내용 만성질환으로 인하여 3개월 이상의 장기입원 또는 통원치료 등 계속적인 의료적 지원이 필요하여 학교생활 및 학업수행에 어려움이 있는 일부 건강장애학생에 대하여 현재 원격수업의 방식으로 교육이 제공되고 있음. 특히, 원격수업은 시설ㆍ병원 및 가정 등에서 인터넷 등을 활용하여 학업을 지속할 수 있어 건강장애학생의 학습 지체 및 유급 문제를 해소할 수 있는 교육형태이나, 현행법에는 원격수업에 대한 법적 근거가 없는 상황임. 이에 건강장애학생을 대상으로 하는 원격수업에 대한 법적 근거를 마련하여 시설ㆍ병원 및 가정 등에서 원격수업이 체계적이고 원활히 운영될 수 있도록 하려는 것임(안 제25조제5항 신설 등). 참고사항 이 법률안은 법령ㆍ예산 및 기금운용계획 등에 따라 이미 비용이 발생하고 있는 경우에 대한 법적 근거를 마련하는 것으로서 추가적인 재정수반 요인을 포함하고 있지 아니함. ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_M2C0V0K6C1C0E1K7N0Z7G1Q4A3P2W5,2020-09-24,수정가결,노웅래
14,2100342,PRC_P2N0S0W6C1E0U1S7M4K6G0O6T2R3M8,"강선우,고용진,김교흥,김민기,김진표,도종환,민홍철,박정,유동수,윤후덕,이인영",군인복지기본법 일부개정법률안," 제안이유 및 주요내용 현행법은 무주택군인에게 자가보유를 지원하여 안정적인 주거생활이 이루어질 수 있도록 “군인의 생활안정과 복지증진을 도모할 목적으로 설립된 법인”에게 「택지개발촉진법」에 따라 조성된 공공택지를 우선으로 공급할 수 있도록 하고 있음. 그런데 “규제합리화를 통한 주택시장 활력회복 및 서민 주거안정 강화방안”(2014. 9. 1.) 시행 이후 대부분의 공공택지가 「공공주택 특별법」에 따라 공급되고 있는 실정임. 이에 무주택군인을 대상으로 주택을 공급하는 경우, 공공택지를 우선으로 공급할 수 있는 대상에 「택지개발촉진법」 제7조에 따른 택지개발사업의 시행자 외에도 「공공주택 특별법」 제4조에 따른 공공주택사업자를 추가하여 무주택군인에 대한 공공택지의 원활한 공급이 이루어질 수 있도록 하려는 것임(안 제10조). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2N0S0W6C1E0U1S7M4K6G0O6T2R3M8,2020-12-01,수정가결,안규백
15,2100352,PRC_T2O0S0F6M1U1Z0E9L4V9J4T9E2I1T4,"김종민,박광온,신정훈,안규백,이상민,이장섭,전용기,진선미,최종윤,한병도",공항시설법 일부개정법률안," 제안이유 및 주요내용 최근 사우디아라비아의 주요 석유시설과 유전이 드론의 공격으로 심각한 파손을 입는 등 드론을 사용한 테러에 대한 우려와 공포감이 확산되고 있음. 이와 관련하여 드론의 불법 비행을 감지하고 이를 무력화하는 안티드론(anti-drone) 시스템의 구축을 위한 기술개발과 실증사업이 추진되고 있으나, 현행법은 항공기, 경량항공기와 함께 초경량비행장치의 항행을 방해하는 행위를 모두 금지하고 있어 향후 안티 드론 시스템의 운용에 제약이 되고 있는 상황임. 이에 「국민보호와 공공안전을 위한 테러방지법」에 따라 국가기관, 지방자치단체 등 관계기관이 비행 중인 초경량비행장치를 대상으로 대테러활동을 수행하는 경우 해당 초경량비행장치의 비행을 차단할 수 있도록 함으로써 불법적인 드론 사용을 통한 테러의 위협으로부터 국가와 국민을 보호하려는 것임(안 제56조제3항 단서 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_T2O0S0F6M1U1Z0E9L4V9J4T9E2I1T4,2020-11-19,수정가결,김진표
16,2100376,PRC_D2B0W0J6H1P1D1R4D3T3P4A9R1J6F2,"강득구,고영인,권인숙,권칠승,기동민,김경만,김영배,김종민,김진애,김진표,김철민,남인순,노웅래,도종환,민홍철,박광온,박성준,박완주,박재호,박정,박주민,박홍근,백혜련,변재일,소병철,신정훈,신현영,안규백,양경숙,양이원영,오영훈,우원식,윤관석,윤미향,윤영찬,이규민,이상민,이상직,이수진,이용빈,이탄희,이학영,임종성,전용기,전재수,전해철,전혜숙,정춘숙,조정식,진성준,천준호,최인호,최종윤,한준호,허영,홍성국",재난 및 안전관리 기본법 일부개정법률안," 제안이유 및 주요내용 현행법상 국가 및 지방자치단체는 재난으로 피해를 본 주민의 생계안정을 위하여 금융 등의 지원을 할 수 있도록 규정하고 있음. 코로나 19 사태가 범세계적 규모로 확산되면서 금융지원의 방법을 다양하게 할 필요가 있고 재난 피해가 주민뿐만 아니라 기업에까지 확산되고 있는 만큼 금융지원의 대상과 방법을 확대할 필요성이 제기 되고 있음. 또한 신속한 금융지원을 통해 피해를 최소화해야 하나 관계 공무원, 공공기관과 금융기관 임직원들의 적극적인 업무 처리에 대한 징계 및 제재의 우려로 금융지원이 지연되고 있음. 이에 금융지원의 대상과 방법을 다양하게하고, 금융지원 업무를 포함한 재난지원 업무를 담당하는 관계 공무원, 공공기관과 금융기관 임직원의 적극적 업무 처리 결과에 대하여 면책할 수 있도록 하여 재난지원업무가 신속하게 이루어지도록 하려는 것임(안 제66조제3항 및 제77조의2). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_D2B0W0J6H1P1D1R4D3T3P4A9R1J6F2,2020-08-04,수정가결,이낙연
17,2100422,PRC_F2D0R0F6Y1H2R1Y4L2C9J1K0X4V4L5,"권인숙,김승남,김영배,남인순,민형배,박홍근,백혜련,신정훈,신현영,양이원영,양정숙,어기구,우원식,윤관석,이병훈,이소영,이원욱,이장섭,이해식,홍정민",신에너지 및 재생에너지 개발·이용·보급 촉진법 일부개정법률안," 제안이유 및 주요내용 정부는 재생에너지 보급 촉진을 위하여 2030년까지 재생에너지 비중을 20%로 끌어올리는 ‘재생에너지 3020’ 정책을 발표하였으며, 민주당 역시 그린뉴딜을 통해 해당 재생에너지 보급목표를 조기 달성하겠다는 의지를 천명한 바 있음. 그러나 현행법은 신·재생에너지의 의무공급량을 총전력생산량의 10% 이내의 범위에서 대통령령으로 정하도록 규정하고 있어 정부 정책을 실효적으로 추진하기 위해서는 법률 개정이 필요한 상황임. 이에 신·재생에너지 의무공급량의 상한을 없애 의무공급 비율을 높일 수 있도록 함으로써 정부가 신·재생에너지 보급 촉진 정책을 효과적으로 추진할 수 있도록 하려는 것임(안 제12조의5제2항). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_F2D0R0F6Y1H2R1Y4L2C9J1K0X4V4L5,2021-03-24,수정가결,김성환
18,2100423,PRC_P2C0B0L6J1V2L1F4D4E1O0T4C1G9A8,"김기현,김민석,김병욱,김홍걸,문진석,안민석,유동수,전용기,홍정민",영화 및 비디오물의 진흥에 관한 법률 일부개정법률안," 제안이유 및 주요내용 현행법은 영화진흥위원회가 영화상영관에 입장하는 관람객에게 입장권 가액의 100분의 5 이하의 범위에서 시행령으로 정하는 부과금을 징수할 수 있는 규정을 두고 있으며, 같은 법 시행령에서는 입장권 가액의 100분의 3으로 정하고 있음. 그런데, 최근 영화상영관이 코로나바이러스감염증-19(이하 “코로나19”라 함)의 확산에 따른 관람객수의 급감, 확진자의 방문에 따른 임시휴업, 코로나19 감염의 확산을 예방하기 위한 휴업 등으로 심각한 피해를 입고 있으므로 이러한 영화상영관에 대한 대책이 필요한 상황임. 이에 영화상영관에 입장하는 관람객에게 영화진흥위원회가 징수하는 부과금을 면제함으로써 관람객 급감으로 인한 영화상영관의 부담을 완화하고 관람객이 많이 찾을 수 있도록 하려는 것임(안 제25조의2제1항제3호 신설). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_P2C0B0L6J1V2L1F4D4E1O0T4C1G9A8,2021-06-29,수정가결,이상헌
19,2100428,PRC_Z2R0Q0I6Z1D2T1G5Q3J8I4X9Y8Z0X3,"강기윤,김기현,배현진,백종헌,윤한홍,이달곤,조경태,최형두,추경호",지방자치분권 및 지방행정체제개편에 관한 특별법 일부개정법률안," 제안이유 및 주요내용 2010년 창원, 마산, 진해 등 3개 지자체는 정부의 지방행정체제개편 정책에 협조하여 통합하였음. 정부는 안정적인 통합을 위해 10년간 보통교부세 추가 교부율 상향 등의 재정지원을 실시해 왔으나, 당초 약속했던 지원규모에 미치지 못한 가운데 2020년 올해로 특례의 만료가 도래함. 창원시는 그동안 통합창원시의 균형발전 등을 위한 사업수행과 인구 100만 명 이상을 포용하는 도시인프라 구축을 위해 노력해왔으나, 정부의 복지사업 확대 등에 따른 지방비 부담 증가 등으로 당초 목표로 했던 통합의 수준에 도달하지 못했음. 특히 정부의 탈원전정책 등에 따라 창원시 산업 근간이 현재 큰 어려움을 겪고 있는 가운데, 정부의 보다 책임 있는 조치가 절실한 상황임. 이에 창원시가 국가 균형 발전의 한 축으로 행정구역 및 체제개편을 완성하고 현재 지역이 처한 산업위기 등을 극복할 수 있도록 올해로 만료되는 창원시에 대한 정부의 재정지원 특례 기한을 추가로 10년 연장하고자 함(안 제35조). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2R0Q0I6Z1D2T1G5Q3J8I4X9Y8Z0X3,2020-12-01,수정가결,박완수
20,2100437,PRC_Z2I0J0V6B1E2M1G7P1V8I1V4B2R7J5,"강득구,권인숙,김경만,김용민,남인순,맹성규,박성준,백혜련,서영교,송옥주,양정숙,윤준병,윤후덕,이낙연,전해철,한병도",가맹사업거래의 공정화에 관한 법률 일부개정법률안," 제안이유 및 주요내용 현행법은 가맹거래에 관한 분쟁을 해결하기 위하여 한국공정거래조정원 또는 특별시·광역시·특별자치시·도·특별자치도에 가맹사업거래분쟁조정협의회를 설치하도록 하고 있으며, 분쟁당사자는 조정원 협의회나 분쟁당사자의 주된 사업장이 소재한 시·도 협의회에 분쟁 조정을 신청할 수 있음. 그런데 한국공정거래조정원에 설치된 가맹사업거래분쟁조정협의회와 각 특별시·광역시·특별자치시·도·특별자치도에 설치된 가맹사업거래분쟁조정협의회가 이원적으로 운영됨에 따라 분쟁조정 업무의 통일성을 기하기 위하여 협의회 운영에 대한 가이드라인이 필요하다는 지적이 있음. 이에 공정거래위원회가 분쟁조정업무의 일관성을 유지하기 위하여 필요한 운영지침을 정하여 고시할 수 있게 하는 한편, 조정 신청 및 완료에 관한 통보 제도를 정비함으로써 분쟁조정 과정에서 발생할 수 있는 혼란을 방지하려는 것임(안 제16조 등). ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_Z2I0J0V6B1E2M1G7P1V8I1V4B2R7J5,2021-11-11,원안가결,박정
21,2100445,PRC_N2G0H0D6E1R2N1F7G4U7J5X6H3M6X5,"김상훈,김정재,박대수,성일종,소병훈,유동수,이종배,임종성,정찬민,최승재",도시 공업지역의 관리 및 활성화에 관한 특별법안," 제안이유 공업지역은 제조업 등 공업의 편익증진을 위해 지정하는 용도지역으로서 주로 도시 내 부도심권에 입지하여 지역의 도시성장과 고용기반의 중추적인 역할을 담당해 왔으나, 산업단지와 달리 용도지역 차원에서 관리되고 정책적 지원도 없어 지역별 열악한 근로환경은 산업경쟁력을 약화시키고 주거·공업용도로 혼재된 입지는 산업공간 잠식과 도시환경 악화로 공간계획의 관리문제로 심화되고 있음. 노후화된 건축물과 협소한 필지의 토지특성·기반시설의 미비·지원시설과 편의시설의 부족 등 지역의 불리한 입지여건은 청년층의 취업과 민간의 적극적인 재투자가 이루어지지 않고, 공업지역의 점적인 개별 개발사업은 지역의 산업특성을 종합적으로 반영하지 못해 시대 변화에 따른 산업구조 개편과 활성화를 지원하기에는 한계가 있음. 「국토의 계획 및 이용에 관한 법률」, 「도시개발법」 등 기존 제도로는 도시별 공업지역의 유형별 여건에 적합한 계획적 관리·재정지원·신속한 거점개발 사업추진이 어려워 전통공업지역의 경쟁력 확보가 곤란한 실정임. 최근 미국·독일·프랑스·중국 등에서는 4차 산업혁명시대에 선제적으로 대응하고자 제조업 혁신 생태계 조성·중소 제조기업 육성·고효율의 지능화된 공장·편리하고 안전한 근로환경 추구 등 제조업의 디지털산업전환(Industry 4.0)을 위한 혁신정책을 정비하고 미래제조업 경쟁력 강화를 위한 각종 전략수립에 집중하고 있음. 우리나라도 제조업 르네상스 비전 선포식(2019.6.19)을 갖고 4차산업혁명, 환경규제 강화, 무역질서 개편 등 거대한 산업의 구조적 변화에 맞춰 지금까지의 선진국 추격형 전략에서 벗어나 혁신 선도형으로 전환하여 세계 4대 제조강국으로 도약하겠다고 밝힌 바 있음. 이러한 시기에 맞추어 공업지역의 도시 내 입지적 장점을 충분히 활용하여 4차 산업혁명시대가 요구하는 인력이 집적되어, 공업지역 혁신을 선도하는 핵심지역으로 탈바꿈 시킬 수 있도록 체계적인 공업지역의 선도적 관리와 함께 지역의 성장 잠재력을 극대화할 수 있는 새로운 통합적 도시관리방안의 틀 마련이 시급히 요구됨. 이에 공업지역의 체계적 관리와 활성화를 위해 국가가 국가기본방침을 수립하여 지역산업의 특수성이 반영될 수 있도록 도시공간관리 전략을 제시하고, 지방자치단체에서 공업지역의 유형별로 체계화된 기본계획을 수립하고 공공부문 뿐만 아니라 민간도 산업혁신구역 등 공업지역정비구역을 지정·개발할 수 있도록 하여 효율적이고 신속한 사업시행을 통한 공업지역 도시환경의 질을 개선하며, 산업·상업·주거·문화 등의 융·복합기능이 집적된 지역의 활력거점을 조성하여 도시 경쟁력 강화를 위한 종합적인 법적기반을 마련하고자 하는 것임. 또한, 지역활력거점 마련의 성과 가시화 및 확산을 위해 공공기관의 시범사업의 법적 근거를 마련하고, 공업지역에 대한 종합적 데이터베이스 구축과 공업지역 관리 지원기구를 신설하여 미래산업의 전진기지가 될 수 있도록 도시 내 지원기능을 확충하고자 함. 아울러 공업지역정비사업이 원활하게 추진될 수 있도록 공업지역기본계획이나 공업지역정비구역 등의 지정은 물론 정비사업실시계획 수립 시에 절차를 대폭 간소화하고, 기금 및 재정지원 등을 지원함으로써 도시 산업의 활성화와 일자리 창출을 위한 효과를 극대화하고자 하는 것임. 주요내용 가. 목적(안 제1조) 이 법은 도시 공업지역의 체계적 관리와 활성화에 관한 계획의 수립 및 집행 등에 필요한 사항을 정하여 도시의 경쟁력을 제고 하고, 도시공간환경을 개선함으로써 국민의 삶의 질 향상과 국가경제 발전에 기여함을 목적으로 함. 나. 국가와 지방자치단체의 책무(안 제3조) 국가는 공업지역의 체계적 관리와 활성화를 위한 관련 시책을 수립하여야 하며, 지방자치단체는 공업지역 관리 등에 필요한 예산 확보와 지원조직을 갖추어 효율적인 사업시행을 도모하고 입주기업을 지원하도록 함. 다. 국가공업지역기본방침의 수립(안 제4조) 국토교통부장관은 공업지역의 관리 및 활성화를 위한 국가공업지역기본방침을 10년마다 수립하여야 하며, 필요한 경우 5년마다 그 내용을 재검토하여 정비토록 함. 라. 공업지역기본계획의 수립 등(안 제6조부터 제12조까지) 국가공업지역기본방침에 따라 지방자치단체의 장은 공업지역에 대한 유형별 관리 및 정비 기본방향에 대한 공업지역기본계획을 5년 단위로 수립하여 각종 계획·사업 등이 공업지역에 연계·집중되도록 함으로써 공업지역의 체계적 관리와 정비가 효과적으로 이루어질 수 있도록 함. 마. 산업정비구역의 지정 등(안 제13조부터 제21조까지) 지방자치단체의 장은 공업지역기본계획에 따라 기반시설 정비 등의 사업시행을 위한 산업정비구역을 지정하고 민간 등도 지방자치단체의 장에게 산업정비구역의 지정을 제안할 수 있도록 함. 바. 산업혁신구역의 지정 등(안 제22조부터 제24조까지) 공업지역 내 산업·상업·주거·문화·행정 등의 기능이 집적된 복합적인 토지이용을 통한 산업혁신을 촉진하고 기업 지원시설과 근로자 편의시설을 함께 조성하는 등 공업지역 내 산업혁신 및 일자리 창출을 견인하기 위하여 산업혁신구역 지정제도를 도입하고 구역지정 및 계획수립절차 등을 규정함. 사. 공업지역정비사업의 시행(안 제27조부터 제42조까지) 공업지역정비구역 안에서 공업지역정비사업을 추진하는 시행절차와 실시계획, 시행방식, 사업시행자의 자격, 총괄사업관리자 제도 등을마련함. 아. 공업지역정비사업 절차 간소화 및 규제특례(안 제50조부터 제53조까지) 공업지역정비구역의 지정 및 공업지역정비사업 실시계획인가를 동시에 결정할 수 있도록 통합절차를 규정하고, 이를 위한 통합심의위원회 제도를 신설하며, 도시산업의 활성화와 일자리창출을 위해 건축물의 허용용도를 대폭 완화하고 산업혁신구역에 대하여는 입지규제최소구역으로 지정할 수 있도록 하는 등 규제를 완화하여 공업지역 활성화를 촉진하도록 함. 자. 공업지역 정비활성화를 위한 지원(안 제54조부터 제61조까지) 지방자치단체의 장은 공업지역의 체계적 관리 및 공업지역정비사업의 효율적인 시행을 위한 전담조직을 구성하여 운영하도록 하고 공업지역 혁신종합지원센터를 설립할 수 있도록 하여 종합적인 기업지원기능을 담당하도록 하며, 보조 또는 융자, 특별회계의 설치, 조세 및 부담금의 감면 등 재정지원근거를 마련함. 차. 공공임대 산업시설의 건설·공급(안 제62조) 산업구조 변화에 따라 산업입지의 도심 회귀화로 도심에 입지한 공업지역에 대한 입지수요가 증가하고 있으나 주로 민간에 의한 분양형 산업공간이 공급되고 있어 중소기업과 창업기업 등은 높은 분양가와 임대료가 기업운영에 부담으로 작용함에 따라 재정, 기금 등의 지원 근거를 마련하여 공공기관 등을 통해 임대형 산업시설을 건설·공급하는 등 포용적 기업종합 지원대책을 수립하도록 함. 카. 공업지역종합정보망의 구축(안 제77조) 국토교통부장관은 공업지역의 관리 및 활성화를 위해 필요한 정보의 신속한 수집·분석을 위한 공업지역종합정보망을 구축·운영하여 관리할 수 있도록 함. 타. 기 시행사업에 관한 경과조치(안 부칙 제3조) 제도 조기 정착을 위한 산업혁신구역의 선도적인 사업시행을 위해 이 법 시행일 이전에 공공기관 등에서 다른 법률에 따라 이 법에서 정하는 산업혁신구역의 계획내용에 부합하는 사업을 시행하는 경우 이 법에 따른 산업혁신구역 지정 및 산업혁신구역계획이 고시된 것으로 봄. ",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2G0H0D6E1R2N1F7G4U7J5X6H3M6X5,2020-12-09,수정가결,송석준
